"A","B","C","D","E","S_x","S_y"
554.883365238403,331.356179492802,169.341521414412,28,0.338931649121211,"0","1"
531.482296164323,436.977388839112,200.340958555803,47,0.39333111709633,"0","1"
401.142243960117,376.846138245036,309.681700985073,37,0.852847428504419,"0","1"
379.385943076923,282.032211374851,505.800885843176,55,0.824354671355528,"0","1"
462.213712423975,383.63940822066,239.979439077194,52,3.66954319695117,"0","1"
553.070054447009,233.957195782019,368.308320566918,43,0.213717062000695,"0","1"
486.444276804069,191.583318190608,159.300564291145,45,0.056008210067386,"0","1"
338.530060125857,415.204430133635,140.526973532634,33,0.379298367296998,"0","1"
386.872088411263,382.766773386143,260.897133904314,55,0.751147719489534,"0","1"
375.98618068045,409.25545076025,420.643551126691,55,0.249819336108904,"0","1"
348.083204434405,396.362567981721,315.382527374911,42,0.512388123602395,"0","1"
388.6250574243,283.044007320831,229.579526513353,55,-1.47367789803169,"0","1"
484.066749375051,285.71282909359,590.057355992353,60,0.210880213733988,"0","1"
431.247317187447,398.466566802864,350.311939332985,38,0.286019159014502,"0","1"
535.895244115361,405.955164944804,449.950363789205,29,1.07404143715904,"0","1"
532.499009657672,384.573633860423,229.912923602764,22,1.46441977584165,"0","1"
387.544579070179,384.973898108327,369.966617305757,39,0.239165503239623,"0","1"
279.404313048054,379.342771536186,290.747027689722,56,1.13716376384522,"0","1"
308.107533255036,337.109236617711,290.048782842184,58,2.03459153047217,"0","1"
247.529673533104,251.068894124533,390.354235073704,62,0.647679426027944,"0","1"
278.279069976728,398.068853426168,499.174533053725,45,0.90966994450664,"0","1"
312.293769345991,440.633661928562,299.056220575197,57,-1.26286191196632,"0","1"
388.906141484904,180.689608384203,334.253148579944,45,0.288917847154816,"0","1"
475.887495786777,256.247505640836,330.18735416298,43,-1.07707101875066,"0","1"
277.501838570034,384.278766606217,690.866572702215,44,1.01140206859518,"0","1"
235.777310159778,413.194107707249,345.003656500807,32,-0.144729348389965,"0","1"
485.618592082844,194.306211820191,361.171246182555,34,1.72145624918851,"0","1"
277.488114802587,345.098152108613,133.971387211757,30,0.430280747229725,"0","1"
348.357622930452,391.969860236458,183.203200127712,36,0.826570387437625,"0","1"
341.534631031304,403.41964729299,741.729811561288,27,2.60902479918937,"0","1"
402.351638061323,359.080983880053,224.769954047302,36,1.21447025817519,"0","1"
408.253916529362,434.480618624786,292.395951638293,45,-0.478147295865037,"0","1"
287.686576425351,433.480514681801,170.900215704959,55,0.267565883591411,"0","1"
206.972472185723,151.43709905306,161.463770818995,32,0.861916284250151,"0","1"
205.553164362349,261.581979482048,126.664376390144,60,1.32494979544237,"0","1"
213.262077015802,436.998299879181,192.635241119836,45,0.166820207128323,"0","1"
384.72984892337,234.130345919716,668.705119738234,55,1.42582337085114,"0","1"
361.702911453502,137.2480940556,661.769080824164,31,0.0551279352475874,"0","1"
309.842647021504,223.527431057948,672.445961935455,50,2.27176987340388,"0","1"
418.356031469352,136.26570470398,670.18424723001,61,1.544618547693,"0","1"
361.944894735101,317.474883009108,684.33716396915,36,0.226508936159442,"0","1"
212.246374347556,232.209071513566,684.388333902621,48,1.93368537010563,"0","1"
222.794546394494,236.444171741055,663.807108179912,34,1.66768590820198,"0","1"
223.667025976907,317.208877120928,629.083848778203,60,-0.836625530930173,"0","1"
441.169138137383,360.161223313365,642.706842282643,46,-1.0842812860021,"0","1"
349.674406644448,332.011943429625,660.686074405843,33,0.642802564158725,"0","1"
279.413962004625,153.237627190175,672.19890501628,56,0.9327379737891,"0","1"
347.84833414161,231.87821452893,686.276345221233,48,0.5040233077023,"0","1"
273.371111936698,335.627012510996,679.463154136909,30,1.75301703382391,"0","1"
311.968389789032,156.700016758526,681.315263246862,63,0.894741929650239,"0","1"
